,EC,Enz,Met,Org,Mode,ChEBI
14628,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Salmonella enterica,+,CHEBI:18405
14630,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Serratia liquefaciens,+,CHEBI:18405
14631,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Serratia marcescens,+,CHEBI:18405
14632,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Shigella dysenteriae,+,CHEBI:18405
14633,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Solanum lycopersicum,+,CHEBI:18405
14634,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Solanum tuberosum,+,CHEBI:18405
14635,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Sorghum sp.,+,CHEBI:18405
14636,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Spinacia oleracea,+,CHEBI:18405
14637,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Synechococcus sp.,+,CHEBI:18405
14638,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Synechocystis sp.,+,CHEBI:18405
14639,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Tetradesmus obliquus,+,CHEBI:18405
14640,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Triticum aestivum,+,CHEBI:18405
14641,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Vigna radiata,+,CHEBI:18405
14642,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyridoxal 5'-phosphate,Zea mays,+,CHEBI:18405
14703,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Agrobacterium tumefaciens,+,CHEBI:32816
14704,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Allochromatium vinosum,+,CHEBI:32816
14705,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Cereibacter sphaeroides,+,CHEBI:32816
14706,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Nitrosomonas europaea,+,CHEBI:32816
14707,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Rhodobacter capsulatus,+,CHEBI:32816
14708,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Rhodobacter gelatinosa,+,CHEBI:32816
14709,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Rhodobacter globiformis,+,CHEBI:32816
14710,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Rhodocyclus purpureus,+,CHEBI:32816
14711,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Rhodocyclus tenuis,+,CHEBI:32816
14712,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Rhodospirillum rubrum,+,CHEBI:32816
14713,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Streptomyces coelicolor,+,CHEBI:32816
14715,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Escherichia coli,+,CHEBI:32816
14719,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Chlorobaculum thiosulfatiphilum,+,CHEBI:32816
14720,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Magnetospirillum molischianum,+,CHEBI:32816
14721,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Rhizobium viscosum,+,CHEBI:32816
14724,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Rhodomicrobium vannielii,+,CHEBI:32816
14725,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Rhodopseudomonas palustris,+,CHEBI:32816
14727,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Rubrivivax gelatinosus,+,CHEBI:32816
14728,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Anabaena sp.,+,CHEBI:32816
14729,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Serratia marcescens,+,CHEBI:32816
14730,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Solanum tuberosum,+,CHEBI:32816
14731,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Synechocystis sp.,+,CHEBI:32816
14732,2.7.7.27,glucose-1-phosphate adenylyltransferase,pyruvate,Zea mays,+,CHEBI:32816
14735,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Aeromonas caviae,+,CHEBI:17969
14736,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Aeromonas hydrophila,+,CHEBI:17969
14737,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Agrobacterium tumefaciens,+,CHEBI:17969
14738,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Allochromatium vinosum,+,CHEBI:17969
14739,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Arachis hypogaea,+,CHEBI:17969
14740,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Auxenochlorella pyrenoidosa,+,CHEBI:17969
14741,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Beta vulgaris,+,CHEBI:17969
14742,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Cereibacter sphaeroides,+,CHEBI:17969
14743,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Chlamydomonas reinhardtii,+,CHEBI:17969
14744,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Chlorella vulgaris,+,CHEBI:17969
14745,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Chlorobaculum thiosulfatiphilum,+,CHEBI:17969
14746,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Citrobacter freundii,+,CHEBI:17969
14747,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Clostridium pasteurianum,+,CHEBI:17969
14748,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Daucus carota,+,CHEBI:17969
14749,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Edwardsiella tarda,+,CHEBI:17969
14750,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Enterobacter cloacae,+,CHEBI:17969
14751,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Escherichia aurescens,+,CHEBI:17969
14752,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Escherichia coli,+,CHEBI:17969
14753,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Hafnia alvei,+,CHEBI:17969
14754,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Hordeum vulgare,+,CHEBI:17969
14755,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Klebsiella aerogenes,+,CHEBI:17969
14756,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Klebsiella pneumoniae,+,CHEBI:17969
14757,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Lactuca sativa,+,CHEBI:17969
14758,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Magnetospirillum molischianum,+,CHEBI:17969
14759,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Micrococcus luteus,+,CHEBI:17969
14760,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Mycolicibacterium smegmatis,+,CHEBI:17969
14761,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Nicotiana tabacum,+,CHEBI:17969
14762,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Oryza sativa,+,CHEBI:17969
14763,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Persea americana,+,CHEBI:17969
14764,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Phaseolus vulgaris,+,CHEBI:17969
14765,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Pisum sativum,+,CHEBI:17969
14766,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Rhizobium viscosum,+,CHEBI:17969
14767,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Rhodobacter capsulatus,+,CHEBI:17969
14768,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Rhodocyclus tenuis,+,CHEBI:17969
14769,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Rhodomicrobium vannielii,+,CHEBI:17969
14770,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Rhodopseudomonas palustris,+,CHEBI:17969
14771,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Rhodospirillum rubrum,+,CHEBI:17969
14772,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Rubrivivax gelatinosus,+,CHEBI:17969
14773,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Salmonella enterica,+,CHEBI:17969
14775,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Serratia liquefaciens,+,CHEBI:17969
14776,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Serratia marcescens,+,CHEBI:17969
14777,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Shigella dysenteriae,+,CHEBI:17969
14778,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Solanum lycopersicum,+,CHEBI:17969
14779,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Solanum tuberosum,+,CHEBI:17969
14780,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Sorghum sp.,+,CHEBI:17969
14781,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Spinacia oleracea,+,CHEBI:17969
14782,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Synechococcus sp.,+,CHEBI:17969
14783,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Synechocystis sp.,+,CHEBI:17969
14784,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Tetradesmus obliquus,+,CHEBI:17969
14785,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Triticum aestivum,+,CHEBI:17969
14786,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Vigna radiata,+,CHEBI:17969
14787,2.7.7.27,glucose-1-phosphate adenylyltransferase,"sedoheptulose 1,7-diphosphate",Zea mays,+,CHEBI:17969
14790,2.7.7.27,glucose-1-phosphate adenylyltransferase,sucrose,Solanum tuberosum,+,CHEBI:17992
14791,2.7.7.3,pantetheine-phosphate adenylyltransferase,cysteine,Rattus norvegicus,+,CHEBI:35235
14792,2.7.7.3,pantetheine-phosphate adenylyltransferase,cysteine,Sus scrofa,+,CHEBI:35235
14794,2.7.7.3,pantetheine-phosphate adenylyltransferase,deoxycholate,Rattus norvegicus,+,CHEBI:28834
14799,2.7.7.38,3-deoxy-manno-octulosonate cytidylyltransferase,GSH,Escherichia coli,+,CHEBI:16856
14800,2.7.7.39,glycerol-3-phosphate cytidylyltransferase,UDP-N-acetylglucosamine,Bacillus licheniformis,+,CHEBI:16264
14801,2.7.7.39,glycerol-3-phosphate cytidylyltransferase,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-diaminopimelyl-D-alanyl-D-alanine,Bacillus licheniformis,+,CHEBI:18199
14803,2.7.7.4,sulfate adenylyltransferase,AMP,Oryza sativa,+,CHEBI:16027
14807,2.7.7.41,phosphatidate cytidylyltransferase,ATP,Escherichia coli,+,CHEBI:15422
14808,2.7.7.41,phosphatidate cytidylyltransferase,ATP,Catharanthus roseus,+,CHEBI:15422
14809,2.7.7.41,phosphatidate cytidylyltransferase,ATP,Sus scrofa,+,CHEBI:15422
14814,2.7.7.41,phosphatidate cytidylyltransferase,GTP,Rattus norvegicus,+,CHEBI:15996
14816,2.7.7.41,phosphatidate cytidylyltransferase,GTP,Homo sapiens,+,CHEBI:15996
14818,2.7.7.41,phosphatidate cytidylyltransferase,GTP,Sus scrofa,+,CHEBI:15996
14819,2.7.7.41,phosphatidate cytidylyltransferase,ITP,Sus scrofa,+,CHEBI:16039
14832,2.7.7.41,phosphatidate cytidylyltransferase,UTP,Sus scrofa,+,CHEBI:15713
14833,2.7.7.42,[glutamine synthetase] adenylyltransferase,2-oxoglutarate,Escherichia coli,+,CHEBI:30915
14834,2.7.7.42,[glutamine synthetase] adenylyltransferase,alpha-ketoglutarate,Escherichia coli,+,CHEBI:16810
14837,2.7.7.42,[glutamine synthetase] adenylyltransferase,Gln,Escherichia coli,+,CHEBI:58359
14839,2.7.7.42,[glutamine synthetase] adenylyltransferase,glutamine,Escherichia coli,+,CHEBI:58359
14844,2.7.7.42,[glutamine synthetase] adenylyltransferase,L-glutamine,Escherichia coli,+,CHEBI:58359
14850,2.7.7.42,[glutamine synthetase] adenylyltransferase,L-glutamine,Pseudomonas putida,+,CHEBI:58359
14851,2.7.7.42,[glutamine synthetase] adenylyltransferase,L-glutamine,Salmonella enterica,+,CHEBI:58359
14876,2.7.7.43,N-acylneuraminate cytidylyltransferase,ATP,Mannheimia haemolytica,+,CHEBI:15422
14886,2.7.7.48,RNA-directed RNA polymerase,salicylic acid,Gossypium hirsutum,+,CHEBI:16914
14892,2.7.7.49,RNA-directed DNA polymerase,estrogen,Mus musculus,+,CHEBI:16469
14901,2.7.7.59,[protein-PII] uridylyltransferase,2-oxoglutarate,Azospirillum brasilense,+,CHEBI:30915
14902,2.7.7.59,[protein-PII] uridylyltransferase,2-oxoglutarate,Escherichia coli,+,CHEBI:30915
14903,2.7.7.59,[protein-PII] uridylyltransferase,2-oxoglutarate,Herbaspirillum seropedicae,+,CHEBI:30915
14905,2.7.7.59,[protein-PII] uridylyltransferase,ADP,Herbaspirillum seropedicae,+,CHEBI:16761
14906,2.7.7.59,[protein-PII] uridylyltransferase,AMP,Herbaspirillum seropedicae,+,CHEBI:16027
14907,2.7.7.59,[protein-PII] uridylyltransferase,ATP,Azospirillum brasilense,+,CHEBI:15422
14908,2.7.7.59,[protein-PII] uridylyltransferase,ATP,Herbaspirillum seropedicae,+,CHEBI:15422
14910,2.7.7.59,[protein-PII] uridylyltransferase,ATP,Rhodospirillum rubrum,+,CHEBI:15422
14912,2.7.7.59,[protein-PII] uridylyltransferase,glutamine,Escherichia coli,+,CHEBI:58359
14914,2.7.7.59,[protein-PII] uridylyltransferase,glutamine,Herbaspirillum seropedicae,+,CHEBI:58359
14915,2.7.7.59,[protein-PII] uridylyltransferase,L-glutamine,Rhodospirillum rubrum,+,CHEBI:58359
14919,2.7.7.6,DNA-directed RNA polymerase,glutamate,Escherichia coli,+,CHEBI:16015
14956,2.7.7.65,diguanylate cyclase,acetyl phosphate,Pseudomonas fluorescens,+,CHEBI:15350
14960,2.7.7.65,diguanylate cyclase,cAMP,Leptospira interrogans,+,CHEBI:17489
14971,2.7.7.7,DNA-directed DNA polymerase,ATP,Vigna radiata,+,CHEBI:15422
14974,2.7.7.7,DNA-directed DNA polymerase,dimethyl sulfoxide,Bombyx mori,+,CHEBI:28262
14975,2.7.7.7,DNA-directed DNA polymerase,dimethyl sulfoxide,Bos taurus,+,CHEBI:28262
14976,2.7.7.7,DNA-directed DNA polymerase,dimethyl sulfoxide,Homo sapiens,+,CHEBI:28262
14977,2.7.7.7,DNA-directed DNA polymerase,dimethyl sulfoxide,Mammalia,+,CHEBI:28262
14978,2.7.7.7,DNA-directed DNA polymerase,dimethyl sulfoxide,Mus musculus,+,CHEBI:28262
14979,2.7.7.7,DNA-directed DNA polymerase,dimethyl sulfoxide,Oryctolagus cuniculus,+,CHEBI:28262
14984,2.7.7.7,DNA-directed DNA polymerase,glycerol,Thermoplasma acidophilum,+,CHEBI:17754
15041,2.7.7.8,polyribonucleotide nucleotidyltransferase,AMP,Sinorhizobium meliloti,+,CHEBI:16027
15044,2.7.7.8,polyribonucleotide nucleotidyltransferase,citrate,Escherichia coli,+,CHEBI:30769
15064,2.7.7.8,polyribonucleotide nucleotidyltransferase,Polyornithine,Clostridium perfringens,+,CHEBI:18257
15106,2.7.7.89,[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase,2-oxoglutarate,Escherichia coli,+,CHEBI:30915
15109,2.7.7.89,[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase,adenosine,Escherichia coli,+,CHEBI:16335
15110,2.7.7.89,[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase,GTP,Escherichia coli,+,CHEBI:15996
15111,2.7.7.89,[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase,ITP,Escherichia coli,+,CHEBI:16039
15113,2.7.7.89,[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase,UMP,Escherichia coli,+,CHEBI:16695
15121,2.7.7.9,UTP-glucose-1-phosphate uridylyltransferase,3-phosphoglycerate,Bifidobacterium bifidum,+,CHEBI:17794
15122,2.7.7.9,UTP-glucose-1-phosphate uridylyltransferase,ADP-glucose,Triticum aestivum,+,CHEBI:15751
15124,2.7.7.9,UTP-glucose-1-phosphate uridylyltransferase,D-erythrose 4-phosphate,Bifidobacterium bifidum,+,CHEBI:48153
15128,2.7.7.9,UTP-glucose-1-phosphate uridylyltransferase,NADP+,Triticum aestivum,+,CHEBI:18009
15129,2.7.7.9,UTP-glucose-1-phosphate uridylyltransferase,sucrose,Arabidopsis thaliana,+,CHEBI:17992
15132,2.7.7.9,UTP-glucose-1-phosphate uridylyltransferase,UDP-glucose,Triticum aestivum,+,CHEBI:46229
15134,2.7.7.B16,DNA primase,ATP,Thermococcus kodakarensis,+,CHEBI:15422
15140,2.7.8.1,ethanolaminephosphotransferase,deoxycholate,Gallus gallus,+,CHEBI:28834
15141,2.7.8.1,ethanolaminephosphotransferase,deoxycholate,Rattus norvegicus,+,CHEBI:28834
15151,2.7.8.1,ethanolaminephosphotransferase,taurocholate,Mesocricetus auratus,+,CHEBI:28865
15173,2.7.8.15,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase,ATP,Glycine max,+,CHEBI:15422
15177,2.7.8.15,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase,GDP-mannose,Sus scrofa,+,CHEBI:15820
15189,2.7.8.17,UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase,D-glucose 6-phosphate,Bos taurus,+,CHEBI:4170
15190,2.7.8.17,UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase,D-mannose 6-phosphate,Bos taurus,+,CHEBI:48066
15197,2.7.8.2,diacylglycerol cholinephosphotransferase,deoxycholate,Rattus norvegicus,+,CHEBI:28834
15229,2.7.8.2,diacylglycerol cholinephosphotransferase,taurocholate,Rattus norvegicus,+,CHEBI:28865
15242,2.7.8.43,lipid A phosphoethanolamine transferase,arbutin,Escherichia coli,+,CHEBI:18305
15266,2.7.8.7,holo-[acyl-carrier-protein] synthase,CoA,Spinacia oleracea,+,CHEBI:15346
15278,2.7.9.1,"pyruvate, phosphate dikinase",mannitol,Oryza sativa,+,CHEBI:16899
15288,2.8.1.1,thiosulfate sulfurtransferase,dihydrolipoate,Methanosarcina mazei,+,CHEBI:18047
15290,2.8.1.1,thiosulfate sulfurtransferase,glutathione,Methanosarcina mazei,+,CHEBI:16856
15291,2.8.1.1,thiosulfate sulfurtransferase,L-cysteine,Methanosarcina mazei,+,CHEBI:35235
15292,2.8.1.1,thiosulfate sulfurtransferase,L-cysteine,Cavia porcellus,+,CHEBI:35235
15293,2.8.1.1,thiosulfate sulfurtransferase,L-cysteine,Acinetobacter calcoaceticus,+,CHEBI:35235
15294,2.8.1.1,thiosulfate sulfurtransferase,reduced glutathione,Acinetobacter calcoaceticus,+,CHEBI:16856
15297,2.8.1.10,thiazole synthase,NADPH,Escherichia coli,+,CHEBI:16474
15298,2.8.1.10,thiazole synthase,S-adenosylmethionine,Escherichia coli,+,CHEBI:15414
15316,2.8.1.6,biotin synthase,asparagine,Escherichia coli,+,CHEBI:58048
15317,2.8.1.6,biotin synthase,"D-fructose 1,6-bisphosphate",Arabidopsis thaliana,+,CHEBI:28013
15327,2.8.1.6,biotin synthase,"fructose 1,6-diphosphate",Escherichia coli,+,CHEBI:28013
15328,2.8.1.6,biotin synthase,L-cysteine,Lysinibacillus sphaericus,+,CHEBI:35235
15329,2.8.1.6,biotin synthase,L-cysteine,Arabidopsis thaliana,+,CHEBI:35235
15330,2.8.1.6,biotin synthase,L-cysteine,Escherichia coli,+,CHEBI:35235
15337,2.8.1.6,biotin synthase,pyridoxal 5'-phosphate,Escherichia coli,+,CHEBI:18405
15338,2.8.1.6,biotin synthase,S-adenosyl-L-methionine,Escherichia coli,+,CHEBI:15414
15339,2.8.1.6,biotin synthase,S-adenosyl-L-methionine,Lysinibacillus sphaericus,+,CHEBI:15414
15342,2.8.1.6,biotin synthase,S-adenosyl-L-methionine,Arabidopsis thaliana,+,CHEBI:15414
15343,2.8.1.6,biotin synthase,S-adenosyl-L-methionine,Bacillus subtilis,+,CHEBI:15414
15355,2.8.1.7,cysteine desulfurase,pyridoxal-5'-phosphate,Escherichia coli,+,CHEBI:18405
15356,2.8.1.7,cysteine desulfurase,pyruvate,Synechocystis sp.,+,CHEBI:32816
15357,2.8.1.7,cysteine desulfurase,pyruvate,Escherichia coli,+,CHEBI:32816
15363,2.8.2.1,aryl sulfotransferase,"adenosine 3',5'-bisphosphate",Rattus norvegicus,+,CHEBI:17985
15367,2.8.2.1,aryl sulfotransferase,ferulic acid,Homo sapiens,+,CHEBI:17620
15368,2.8.2.1,aryl sulfotransferase,gallic acid,Homo sapiens,+,CHEBI:30778
15369,2.8.2.1,aryl sulfotransferase,gentisic acid,Homo sapiens,+,CHEBI:17189
15370,2.8.2.1,aryl sulfotransferase,GSH,Rattus norvegicus,+,CHEBI:16856
15371,2.8.2.1,aryl sulfotransferase,m-coumaric acid,Homo sapiens,+,CHEBI:32357
15374,2.8.2.1,aryl sulfotransferase,p-coumaric acid,Homo sapiens,+,CHEBI:32374
15375,2.8.2.1,aryl sulfotransferase,p-hydroxybenzoic acid,Homo sapiens,+,CHEBI:30763
15377,2.8.2.11,galactosylceramide sulfotransferase,ATP,Mus musculus,+,CHEBI:15422
15378,2.8.2.11,galactosylceramide sulfotransferase,ATP,Rattus norvegicus,+,CHEBI:15422
15382,2.8.2.11,galactosylceramide sulfotransferase,vitamin K1,Mus musculus,+,CHEBI:18067
15384,2.8.2.13,psychosine sulfotransferase,cysteine,Mus musculus,+,CHEBI:35235
15385,2.8.2.13,psychosine sulfotransferase,deoxycholate,Mus musculus,+,CHEBI:28834
15387,2.8.2.13,psychosine sulfotransferase,glutathione,Mus musculus,+,CHEBI:16856
15390,2.8.2.14,bile-salt sulfotransferase,estrogen,Rattus norvegicus,+,CHEBI:16469
15412,2.8.2.2,alcohol sulfotransferase,cysteine,Mesocricetus auratus,+,CHEBI:35235
15413,2.8.2.2,alcohol sulfotransferase,glutathione,Rattus norvegicus,+,CHEBI:16856
15415,2.8.2.20,protein-tyrosine sulfotransferase,5'-AMP,Rattus norvegicus,+,CHEBI:16027
15417,2.8.2.20,protein-tyrosine sulfotransferase,6-keto-prostaglandin F1alpha,Rattus norvegicus,+,CHEBI:28158
15429,2.8.2.20,protein-tyrosine sulfotransferase,oleic acid,Rattus norvegicus,+,CHEBI:16196
15464,2.8.2.33,N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase,retinoic acid,Homo sapiens,+,CHEBI:15367
15476,2.8.2.4,estrone sulfotransferase,cAMP,Mus musculus,+,CHEBI:17489
15478,2.8.2.4,estrone sulfotransferase,cysteine,Bos taurus,+,CHEBI:35235
15486,2.8.2.4,estrone sulfotransferase,N-acetylcysteine,Homo sapiens,+,CHEBI:28939
15495,2.8.2.4,estrone sulfotransferase,quercetin,Homo sapiens,+,CHEBI:16243
15507,2.8.2.5,chondroitin 4-sulfotransferase,glutathione,Rattus norvegicus,+,CHEBI:16856
15508,2.8.2.5,chondroitin 4-sulfotransferase,glutathione,Gallus gallus,+,CHEBI:16856
15523,2.8.2.6,choline sulfotransferase,3'-phosphoadenosine 5'-phosphosulfate,Pseudomonas sp.,+,CHEBI:17980
15524,2.8.2.6,choline sulfotransferase,adenosine 5'-phosphosulfate,Pseudomonas sp.,+,CHEBI:17709
15525,2.8.2.6,choline sulfotransferase,ethanol,Aspergillus nidulans,+,CHEBI:16236
15527,2.8.2.6,choline sulfotransferase,n-Propanol,Aspergillus nidulans,+,CHEBI:28831
15529,2.8.2.8,[heparan sulfate]-glucosamine N-sulfotransferase,estrogen,Oryctolagus cuniculus,+,CHEBI:16469
15535,2.8.2.9,tyrosine-ester sulfotransferase,glutathione,Rattus norvegicus,+,CHEBI:16856
15536,2.8.2.9,tyrosine-ester sulfotransferase,glutathione disulfide,Rattus norvegicus,+,CHEBI:17858
15542,2.8.3.11,citramalate CoA-transferase,ATP,Achromobacter xylosoxidans,+,CHEBI:15422
15543,2.8.3.11,citramalate CoA-transferase,CoA,Achromobacter xylosoxidans,+,CHEBI:15346
15544,2.8.3.11,citramalate CoA-transferase,succinate,Achromobacter xylosoxidans,+,CHEBI:15741
15548,2.8.4.1,coenzyme-B sulfoethylthiotransferase,ADP,Methanothermobacter thermautotrophicus,+,CHEBI:16761
15550,2.8.4.1,coenzyme-B sulfoethylthiotransferase,ATP,Methanothermobacter thermautotrophicus,+,CHEBI:15422
15552,2.8.4.1,coenzyme-B sulfoethylthiotransferase,ATP,Methanosarcina thermophila,+,CHEBI:15422
15554,2.8.4.1,coenzyme-B sulfoethylthiotransferase,Cobalamin,Methanothermobacter thermautotrophicus,+,CHEBI:15982
15556,2.8.4.1,coenzyme-B sulfoethylthiotransferase,coenzyme F-420,Methanothermobacter thermautotrophicus,+,CHEBI:16848
15574,3.1.1.1,carboxylesterase,acetone,unidentified,+,CHEBI:15347
15586,3.1.1.1,carboxylesterase,DMSO,Archaeoglobus fulgidus,+,CHEBI:28262
15587,3.1.1.1,carboxylesterase,DMSO,Saccharolobus solfataricus,+,CHEBI:28262
15591,3.1.1.1,carboxylesterase,ethanol,Saccharolobus solfataricus,+,CHEBI:16236
15593,3.1.1.1,carboxylesterase,ethanol,Homo sapiens,+,CHEBI:16236
