,EC,Enz,Met,Org,Mode,ChEBI
85155,2.4.2.17,ATP phosphoribosyltransferase,L-histidine,Nilaparvata lugens,-,CHEBI:57595
85156,2.4.2.17,ATP phosphoribosyltransferase,L-histidine,Psychrobacter arcticus,-,CHEBI:57595
85160,2.4.2.17,ATP phosphoribosyltransferase,L-histidine,Medicago truncatula,-,CHEBI:57595
85163,2.4.2.17,ATP phosphoribosyltransferase,L-histidine,Escherichia coli,-,CHEBI:57595
85164,2.4.2.17,ATP phosphoribosyltransferase,L-histidine,Salmonella enterica,-,CHEBI:57595
85165,2.4.2.17,ATP phosphoribosyltransferase,L-histidine,Arabidopsis thaliana,-,CHEBI:57595
85184,2.4.2.18,anthranilate phosphoribosyltransferase,3-Hydroxyanthranilate,Ogataea henricii,-,CHEBI:15793
85186,2.4.2.18,anthranilate phosphoribosyltransferase,anthranilate,Mycobacterium tuberculosis,-,CHEBI:30754
85187,2.4.2.18,anthranilate phosphoribosyltransferase,anthranilate,Ogataea henricii,-,CHEBI:30754
85188,2.4.2.18,anthranilate phosphoribosyltransferase,anthranilate,Thermococcus kodakarensis,-,CHEBI:30754
85190,2.4.2.18,anthranilate phosphoribosyltransferase,L-tryptophan,Escherichia coli,-,CHEBI:57912
85191,2.4.2.18,anthranilate phosphoribosyltransferase,L-tryptophan,Salmonella enterica,-,CHEBI:57912
85192,2.4.2.18,anthranilate phosphoribosyltransferase,L-tryptophan,Corynebacterium glutamicum,-,CHEBI:57912
85194,2.4.2.18,anthranilate phosphoribosyltransferase,L-tryptophan,Klebsiella aerogenes,-,CHEBI:57912
85198,2.4.2.18,anthranilate phosphoribosyltransferase,N-(5-phospho-D-ribosyl)-anthranilate,Salmonella enterica,-,CHEBI:7091
85200,2.4.2.18,anthranilate phosphoribosyltransferase,tryptophan,Thermus thermophilus,-,CHEBI:57912
85203,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),2-oxoglutarate,Sus scrofa,-,CHEBI:30915
85205,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),5-phospho-alpha-D-ribose 1-diphosphate,Homo sapiens,-,CHEBI:17111
85209,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),acetic acid,Sus scrofa,-,CHEBI:15366
85210,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),ADP,Cupriavidus necator,-,CHEBI:16761
85211,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),ADP,Sus scrofa,-,CHEBI:16761
85215,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),AMP,Sus scrofa,-,CHEBI:16027
85216,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),aspartic acid,Sus scrofa,-,CHEBI:17053
85218,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),ATP,Cupriavidus necator,-,CHEBI:15422
85219,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),ATP,Sus scrofa,-,CHEBI:15422
85225,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),CDP,Cupriavidus necator,-,CHEBI:17239
85226,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),CDP,Sus scrofa,-,CHEBI:17239
85227,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),Citric acid,Sus scrofa,-,CHEBI:30769
85233,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),CTP,Cupriavidus necator,-,CHEBI:17677
85234,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),CTP,Sus scrofa,-,CHEBI:17677
85238,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),"D-fructose-1,6-diphosphate",Escherichia coli,-,CHEBI:28013
85240,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),dipicolinic acid,Sus scrofa,-,CHEBI:46837
85242,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),dTDP,Cupriavidus necator,-,CHEBI:18075
85243,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),dTTP,Cupriavidus necator,-,CHEBI:18077
85249,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),formic acid,Sus scrofa,-,CHEBI:30751
85250,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),Fumaric acid,Sus scrofa,-,CHEBI:18012
85252,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),GDP,Sus scrofa,-,CHEBI:17552
85253,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),glycerol,Cupriavidus necator,-,CHEBI:17754
85254,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),glycerol,Sus scrofa,-,CHEBI:17754
85255,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),GTP,Cupriavidus necator,-,CHEBI:15996
85256,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),GTP,Sus scrofa,-,CHEBI:15996
85260,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),IDP,Sus scrofa,-,CHEBI:17808
85261,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),IMP,Sus scrofa,-,CHEBI:17202
85263,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),ITP,Cupriavidus necator,-,CHEBI:16039
85264,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),ITP,Sus scrofa,-,CHEBI:16039
85265,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),L-Glutamic acid,Sus scrofa,-,CHEBI:16015
85267,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),L-Malic acid,Sus scrofa,-,CHEBI:30797
85271,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),Maleic acid,Sus scrofa,-,CHEBI:18300
85280,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),NAD+,Ricinus communis,-,CHEBI:15846
85285,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),nicotinate mononucleotide,Salmonella enterica,-,CHEBI:15763
85286,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),nicotinate mononucleotide,Cupriavidus necator,-,CHEBI:15763
85287,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),nicotinate mononucleotide,Escherichia coli,-,CHEBI:15763
85289,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),oxaloacetic acid,Sus scrofa,-,CHEBI:30744
85303,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),succinic acid,Sus scrofa,-,CHEBI:15741
85306,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),UDP,Sus scrofa,-,CHEBI:17659
85307,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),UTP,Cupriavidus necator,-,CHEBI:15713
85308,2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),UTP,Sus scrofa,-,CHEBI:15713
85317,2.4.2.2,pyrimidine-nucleoside phosphorylase,uridine,Haemophilus influenzae,-,CHEBI:16704
85319,2.4.2.20,dioxotetrahydropyrimidine phosphoribosyltransferase,UMP,Bos taurus,-,CHEBI:16695
85353,2.4.2.22,xanthine phosphoribosyltransferase,2-aminohypoxanthine,Toxoplasma gondii,-,CHEBI:16235
85375,2.4.2.22,xanthine phosphoribosyltransferase,4-aminoimidazole-5-carboxamide,Enterococcus faecalis,-,CHEBI:2030
85380,2.4.2.22,xanthine phosphoribosyltransferase,5(4)-amino-4-imidazolecarboxamide,Toxoplasma gondii,-,CHEBI:2030
85389,2.4.2.22,xanthine phosphoribosyltransferase,5-phospho-alpha-D-ribose 1-diphosphate,Enterococcus faecalis,-,CHEBI:17111
85427,2.4.2.22,xanthine phosphoribosyltransferase,ATP,Enterococcus faecalis,-,CHEBI:15422
85429,2.4.2.22,xanthine phosphoribosyltransferase,CDP,Enterococcus faecalis,-,CHEBI:17239
85430,2.4.2.22,xanthine phosphoribosyltransferase,CTP,Enterococcus faecalis,-,CHEBI:17677
85431,2.4.2.22,xanthine phosphoribosyltransferase,cytosine,Toxoplasma gondii,-,CHEBI:16040
85441,2.4.2.22,xanthine phosphoribosyltransferase,GDP,Enterococcus faecalis,-,CHEBI:17552
85442,2.4.2.22,xanthine phosphoribosyltransferase,GMP,Enterococcus faecalis,-,CHEBI:17345
85443,2.4.2.22,xanthine phosphoribosyltransferase,GMP,Bacillus subtilis,-,CHEBI:17345
85444,2.4.2.22,xanthine phosphoribosyltransferase,GMP,Leishmania donovani,-,CHEBI:17345
85445,2.4.2.22,xanthine phosphoribosyltransferase,GTP,Enterococcus faecalis,-,CHEBI:15996
85446,2.4.2.22,xanthine phosphoribosyltransferase,guanine,Enterococcus faecalis,-,CHEBI:16235
85447,2.4.2.22,xanthine phosphoribosyltransferase,guanine,Lacticaseibacillus casei,-,CHEBI:16235
85448,2.4.2.22,xanthine phosphoribosyltransferase,guanine,Toxoplasma gondii,-,CHEBI:16235
85449,2.4.2.22,xanthine phosphoribosyltransferase,hypoxanthine,Enterococcus faecalis,-,CHEBI:17368
85450,2.4.2.22,xanthine phosphoribosyltransferase,hypoxanthine,Toxoplasma gondii,-,CHEBI:17368
85454,2.4.2.22,xanthine phosphoribosyltransferase,ppGpp,Bacillus subtilis,-,CHEBI:17633
85455,2.4.2.22,xanthine phosphoribosyltransferase,pppGpp,Bacillus subtilis,-,CHEBI:16690
85458,2.4.2.22,xanthine phosphoribosyltransferase,TDP,Enterococcus faecalis,-,CHEBI:18075
85459,2.4.2.22,xanthine phosphoribosyltransferase,TTP,Enterococcus faecalis,-,CHEBI:18077
85460,2.4.2.22,xanthine phosphoribosyltransferase,UDP,Enterococcus faecalis,-,CHEBI:17659
85461,2.4.2.22,xanthine phosphoribosyltransferase,Uracil,Enterococcus faecalis,-,CHEBI:17568
85462,2.4.2.22,xanthine phosphoribosyltransferase,Uracil,Toxoplasma gondii,-,CHEBI:17568
85464,2.4.2.22,xanthine phosphoribosyltransferase,UTP,Enterococcus faecalis,-,CHEBI:15713
85465,2.4.2.22,xanthine phosphoribosyltransferase,xanthine,Enterococcus faecalis,-,CHEBI:48517
85466,2.4.2.22,xanthine phosphoribosyltransferase,xanthine,Toxoplasma gondii,-,CHEBI:48517
85467,2.4.2.22,xanthine phosphoribosyltransferase,XDP,Enterococcus faecalis,-,CHEBI:10048
85468,2.4.2.22,xanthine phosphoribosyltransferase,XMP,Enterococcus faecalis,-,CHEBI:15652
85469,2.4.2.22,xanthine phosphoribosyltransferase,XMP,Bacillus subtilis,-,CHEBI:15652
85470,2.4.2.22,xanthine phosphoribosyltransferase,XTP,Enterococcus faecalis,-,CHEBI:10049
85475,2.4.2.24,"1,4-beta-D-xylan synthase",ADP,Acer pseudoplatanus,-,CHEBI:16761
85477,2.4.2.24,"1,4-beta-D-xylan synthase",AMP,Zea mays,-,CHEBI:16027
85480,2.4.2.24,"1,4-beta-D-xylan synthase",CMP,Acer pseudoplatanus,-,CHEBI:17361
85483,2.4.2.24,"1,4-beta-D-xylan synthase",GMP,Acer pseudoplatanus,-,CHEBI:17345
85484,2.4.2.24,"1,4-beta-D-xylan synthase",GMP,Zea mays,-,CHEBI:17345
85489,2.4.2.24,"1,4-beta-D-xylan synthase",UDP,Acer pseudoplatanus,-,CHEBI:17659
85490,2.4.2.24,"1,4-beta-D-xylan synthase",UDP,Zea mays,-,CHEBI:17659
85491,2.4.2.24,"1,4-beta-D-xylan synthase",UDP-D-glucuronic acid,Pisum sativum,-,CHEBI:17200
85492,2.4.2.24,"1,4-beta-D-xylan synthase",UMP,Acer pseudoplatanus,-,CHEBI:16695
85493,2.4.2.24,"1,4-beta-D-xylan synthase",UMP,Zea mays,-,CHEBI:16695
85494,2.4.2.24,"1,4-beta-D-xylan synthase",UTP,Acer pseudoplatanus,-,CHEBI:15713
85495,2.4.2.24,"1,4-beta-D-xylan synthase",UTP,Zea mays,-,CHEBI:15713
85506,2.4.2.25,flavone apiosyltransferase,UDP,Petroselinum crispum,-,CHEBI:17659
85508,2.4.2.26,protein xylosyltransferase,CDP,Homo sapiens,-,CHEBI:17239
85509,2.4.2.26,protein xylosyltransferase,CMP,Homo sapiens,-,CHEBI:17361
85511,2.4.2.26,protein xylosyltransferase,CTP,Homo sapiens,-,CHEBI:17677
85522,2.4.2.26,protein xylosyltransferase,UDP,Homo sapiens,-,CHEBI:17659
85525,2.4.2.26,protein xylosyltransferase,UMP,Homo sapiens,-,CHEBI:16695
85526,2.4.2.26,protein xylosyltransferase,UTP,Homo sapiens,-,CHEBI:15713
85530,2.4.2.27,dTDP-dihydrostreptose-streptidine-6-phosphate dihydrostreptosyltransferase,dTDP,Streptomyces griseus,-,CHEBI:18075
85531,2.4.2.27,dTDP-dihydrostreptose-streptidine-6-phosphate dihydrostreptosyltransferase,dTTP,Streptomyces griseus,-,CHEBI:18077
85582,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,2'-deoxyguanosine,Leishmania donovani,-,CHEBI:17172
85583,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,2'-deoxyinosine,Leishmania donovani,-,CHEBI:28997
85588,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,2-Deoxyribose 1-phosphate,Rattus norvegicus,-,CHEBI:28542
85599,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,5'-deoxy-adenosine,Homo sapiens,-,CHEBI:17319
85631,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,adenosine,Homo sapiens,-,CHEBI:16335
85639,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,guanine,Rattus norvegicus,-,CHEBI:16235
85640,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,guanine,Homo sapiens,-,CHEBI:16235
85641,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,guanosine,Leishmania donovani,-,CHEBI:16750
85644,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,Inosine,Leishmania donovani,-,CHEBI:17596
85652,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,L-methionine,Rattus norvegicus,-,CHEBI:57844
85659,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,ribose 1-phosphate,Rattus norvegicus,-,CHEBI:16300
85660,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,S-adenosyl-L-homocysteine,Saccharolobus solfataricus,-,CHEBI:57856
85661,2.4.2.28,S-methyl-5'-thioadenosine phosphorylase,S-adenosyl-L-homocysteine,Rattus norvegicus,-,CHEBI:57856
85670,2.4.2.29,tRNA-guanosine34 preQ1 transglycosylase,"2,3-Dihydroxybenzoic acid",Zymomonas mobilis,-,CHEBI:18026
85819,2.4.2.3,uridine phosphorylase,5-fluorouracil,Leishmania infantum,-,CHEBI:46345
85852,2.4.2.3,uridine phosphorylase,alpha-D-ribose 1-phosphate,Lacticaseibacillus casei,-,CHEBI:16300
85853,2.4.2.3,uridine phosphorylase,alpha-D-ribose 1-phosphate,Homo sapiens,-,CHEBI:16300
85854,2.4.2.3,uridine phosphorylase,alpha-D-ribose 1-phosphate,Trypanosoma cruzi,-,CHEBI:16300
85862,2.4.2.3,uridine phosphorylase,deoxythymidine,Schistosoma mansoni,-,CHEBI:17748
85877,2.4.2.3,uridine phosphorylase,ribose 1-phosphate,Dictyostelium discoideum,-,CHEBI:16300
85878,2.4.2.3,uridine phosphorylase,ribose 1-phosphate,Rattus norvegicus,-,CHEBI:16300
85879,2.4.2.3,uridine phosphorylase,ribose 1-phosphate,Escherichia coli,-,CHEBI:16300
85881,2.4.2.3,uridine phosphorylase,thymidine 5-monophosphate,Lacticaseibacillus casei,-,CHEBI:17013
85882,2.4.2.3,uridine phosphorylase,Uracil,Lacticaseibacillus casei,-,CHEBI:17568
85883,2.4.2.3,uridine phosphorylase,Uracil,Rattus norvegicus,-,CHEBI:17568
85884,2.4.2.3,uridine phosphorylase,Uracil,Escherichia coli,-,CHEBI:17568
85885,2.4.2.3,uridine phosphorylase,Uracil,Homo sapiens,-,CHEBI:17568
85886,2.4.2.3,uridine phosphorylase,Uracil,Trypanosoma cruzi,-,CHEBI:17568
85887,2.4.2.3,uridine phosphorylase,uridine,Hymenolepis diminuta,-,CHEBI:16704
85888,2.4.2.3,uridine phosphorylase,uridine,Escherichia coli,-,CHEBI:16704
85889,2.4.2.3,uridine phosphorylase,uridine,Schistosoma mansoni,-,CHEBI:16704
85895,2.4.2.30,NAD+ ADP-ribosyltransferase,"1,2-benzopyrone",Bos taurus,-,CHEBI:28794
85928,2.4.2.30,NAD+ ADP-ribosyltransferase,"2-methyl-1,4-naphthoquinone",Bos taurus,-,CHEBI:28869
85929,2.4.2.30,NAD+ ADP-ribosyltransferase,"2-methyl-3-phytyl-1,4-naphthoquinone",Bos taurus,-,CHEBI:18067
85989,2.4.2.30,NAD+ ADP-ribosyltransferase,"4,8-dihydroxy-2-quinolinecarboxylic acid",Bos taurus,-,CHEBI:10072
86058,2.4.2.30,NAD+ ADP-ribosyltransferase,5-methyluracil,Bos taurus,-,CHEBI:17821
86070,2.4.2.30,NAD+ ADP-ribosyltransferase,all-trans-retinal,Bos taurus,-,CHEBI:17898
86073,2.4.2.30,NAD+ ADP-ribosyltransferase,AMP,Cistus incanus,-,CHEBI:16027
86091,2.4.2.30,NAD+ ADP-ribosyltransferase,DMSO,Homo sapiens,-,CHEBI:28262
86105,2.4.2.30,NAD+ ADP-ribosyltransferase,hypoxanthine,Bos taurus,-,CHEBI:17368
86111,2.4.2.30,NAD+ ADP-ribosyltransferase,linoleic acid,Bos taurus,-,CHEBI:17351
86112,2.4.2.30,NAD+ ADP-ribosyltransferase,linolenic acid,Bos taurus,-,CHEBI:27432
86117,2.4.2.30,NAD+ ADP-ribosyltransferase,menadione,Homo sapiens,-,CHEBI:28869
86134,2.4.2.30,NAD+ ADP-ribosyltransferase,nicotinamide,Mesocricetus auratus,-,CHEBI:17154
86135,2.4.2.30,NAD+ ADP-ribosyltransferase,nicotinamide,Cistus incanus,-,CHEBI:17154
86136,2.4.2.30,NAD+ ADP-ribosyltransferase,nicotinamide,Cryptothecodinium cohnii,-,CHEBI:17154
86137,2.4.2.30,NAD+ ADP-ribosyltransferase,nicotinamide,Helix pomatia,-,CHEBI:17154
86138,2.4.2.30,NAD+ ADP-ribosyltransferase,nicotinamide,Homo sapiens,-,CHEBI:17154
86139,2.4.2.30,NAD+ ADP-ribosyltransferase,nicotinamide,Dictyostelium discoideum,-,CHEBI:17154
86140,2.4.2.30,NAD+ ADP-ribosyltransferase,nicotinamide,Saccharolobus solfataricus,-,CHEBI:17154
86141,2.4.2.30,NAD+ ADP-ribosyltransferase,nicotinamide,Bos taurus,-,CHEBI:17154
86144,2.4.2.30,NAD+ ADP-ribosyltransferase,novobiocin,Bos taurus,-,CHEBI:28368
86147,2.4.2.30,NAD+ ADP-ribosyltransferase,oleic acid,Bos taurus,-,CHEBI:16196
86170,2.4.2.30,NAD+ ADP-ribosyltransferase,thymidine,Mesocricetus auratus,-,CHEBI:17748
86171,2.4.2.30,NAD+ ADP-ribosyltransferase,thymidine,Cryptothecodinium cohnii,-,CHEBI:17748
86172,2.4.2.30,NAD+ ADP-ribosyltransferase,thymidine,Helix pomatia,-,CHEBI:17748
86173,2.4.2.30,NAD+ ADP-ribosyltransferase,thymidine,Dictyostelium discoideum,-,CHEBI:17748
86174,2.4.2.30,NAD+ ADP-ribosyltransferase,thymidine,Bos taurus,-,CHEBI:17748
86182,2.4.2.30,NAD+ ADP-ribosyltransferase,vitamin K1,Bos taurus,-,CHEBI:18067
86183,2.4.2.30,NAD+ ADP-ribosyltransferase,vitamin K3,Bos taurus,-,CHEBI:28869
86184,2.4.2.30,NAD+ ADP-ribosyltransferase,xanthurenic acid,Bos taurus,-,CHEBI:10072
86196,2.4.2.31,NAD+-protein-arginine ADP-ribosyltransferase,beta-NMN,Gallus gallus,-,CHEBI:14648
86200,2.4.2.31,NAD+-protein-arginine ADP-ribosyltransferase,glycerol,Meleagris gallopavo,-,CHEBI:17754
86211,2.4.2.31,NAD+-protein-arginine ADP-ribosyltransferase,nicotinamide,Meleagris gallopavo,-,CHEBI:17154
86212,2.4.2.31,NAD+-protein-arginine ADP-ribosyltransferase,novobiocin,Neisseria meningitidis,-,CHEBI:28368
86213,2.4.2.31,NAD+-protein-arginine ADP-ribosyltransferase,novobiocin,Gallus gallus,-,CHEBI:28368
86214,2.4.2.31,NAD+-protein-arginine ADP-ribosyltransferase,novobiocin,Oryctolagus cuniculus,-,CHEBI:28368
86216,2.4.2.31,NAD+-protein-arginine ADP-ribosyltransferase,thymidine,Meleagris gallopavo,-,CHEBI:17748
86219,2.4.2.32,dolichyl-phosphate D-xylosyltransferase,UDP,Gallus gallus,-,CHEBI:17659
86253,2.4.2.37,NAD+-dinitrogen-reductase ADP-D-ribosyltransferase,2-oxoglutarate,Azospirillum brasilense,-,CHEBI:30915
86256,2.4.2.37,NAD+-dinitrogen-reductase ADP-D-ribosyltransferase,ATP,Azospirillum brasilense,-,CHEBI:15422
86257,2.4.2.37,NAD+-dinitrogen-reductase ADP-D-ribosyltransferase,ATP,Rhodospirillum rubrum,-,CHEBI:15422
86264,2.4.2.37,NAD+-dinitrogen-reductase ADP-D-ribosyltransferase,NADH,Rhodospirillum rubrum,-,CHEBI:16908
86265,2.4.2.37,NAD+-dinitrogen-reductase ADP-D-ribosyltransferase,NADP+,Rhodospirillum rubrum,-,CHEBI:18009
86266,2.4.2.37,NAD+-dinitrogen-reductase ADP-D-ribosyltransferase,nicotinamide,Rhodospirillum rubrum,-,CHEBI:17154
86275,2.4.2.38,glycoprotein 2-beta-D-xylosyltransferase,UDP,Arabidopsis thaliana,-,CHEBI:17659
86276,2.4.2.38,glycoprotein 2-beta-D-xylosyltransferase,UDP-glucose,Arabidopsis thaliana,-,CHEBI:46229
86286,2.4.2.4,thymidine phosphorylase,(2E)-3-phenylprop-2-enoic acid,Escherichia coli,-,CHEBI:35697
86376,2.4.2.4,thymidine phosphorylase,1-(2''-deoxy-beta-D-threo-pentafuranosyl)thymine,Escherichia coli,-,CHEBI:17748
86426,2.4.2.4,thymidine phosphorylase,2-deoxy-alpha-D-ribose 1-phosphate,Homo sapiens,-,CHEBI:11563
86427,2.4.2.4,thymidine phosphorylase,2-deoxy-alpha-D-ribose 1-phosphate,Mus musculus,-,CHEBI:11563
86428,2.4.2.4,thymidine phosphorylase,2-deoxy-D-ribose,Lacticaseibacillus casei,-,CHEBI:90761
86429,2.4.2.4,thymidine phosphorylase,2-deoxy-D-ribose,Mus musculus,-,CHEBI:90761
86430,2.4.2.4,thymidine phosphorylase,2-deoxy-D-ribose,Salmonella enterica,-,CHEBI:90761
86448,2.4.2.4,thymidine phosphorylase,2H-1-benzopyran-2-one,Escherichia coli,-,CHEBI:28794
86618,2.4.2.4,thymidine phosphorylase,5-fluoro-1-(tetrahydrofur-2-yl)uracil,Escherichia coli,-,CHEBI:32188
86627,2.4.2.4,thymidine phosphorylase,5-fluorouracil,Mycoplasma pneumoniae,-,CHEBI:46345
86628,2.4.2.4,thymidine phosphorylase,5-fluorouracil,Homo sapiens,-,CHEBI:46345
86629,2.4.2.4,thymidine phosphorylase,5-fluorouracil,Escherichia coli,-,CHEBI:46345
86737,2.4.2.4,thymidine phosphorylase,deoxyadenosine,Salmonella enterica,-,CHEBI:17256
86738,2.4.2.4,thymidine phosphorylase,deoxyribose-1-phosphate,Lacticaseibacillus casei,-,CHEBI:28542
86775,2.4.2.4,thymidine phosphorylase,ftorafur,Escherichia coli,-,CHEBI:32188
86840,2.4.2.4,thymidine phosphorylase,ribose 1-phosphate,Salmonella enterica,-,CHEBI:16300
86841,2.4.2.4,thymidine phosphorylase,ribose 1-phosphate,Escherichia coli,-,CHEBI:16300
86848,2.4.2.4,thymidine phosphorylase,thymidine,Homo sapiens,-,CHEBI:17748
86851,2.4.2.4,thymidine phosphorylase,thymine,Lacticaseibacillus casei,-,CHEBI:17821
86852,2.4.2.4,thymidine phosphorylase,thymine,Salmonella enterica,-,CHEBI:17821
86853,2.4.2.4,thymidine phosphorylase,thymine,Mus musculus,-,CHEBI:17821
86854,2.4.2.4,thymidine phosphorylase,thymine,Escherichia coli,-,CHEBI:17821
86855,2.4.2.4,thymidine phosphorylase,thymine,Homo sapiens,-,CHEBI:17821
86865,2.4.2.4,thymidine phosphorylase,Uracil,Salmonella enterica,-,CHEBI:17568
86866,2.4.2.4,thymidine phosphorylase,Uracil,Homo sapiens,-,CHEBI:17568
86867,2.4.2.4,thymidine phosphorylase,Urea,Homo sapiens,-,CHEBI:16199
86868,2.4.2.4,thymidine phosphorylase,uridine,Escherichia coli,-,CHEBI:16704
86869,2.4.2.4,thymidine phosphorylase,uridine,Homo sapiens,-,CHEBI:16704
86870,2.4.2.4,thymidine phosphorylase,uridine,Salmonella enterica,-,CHEBI:16704
86871,2.4.2.4,thymidine phosphorylase,xanthine,Homo sapiens,-,CHEBI:48517
86872,2.4.2.4,thymidine phosphorylase,xanthine,Escherichia coli,-,CHEBI:48517
86910,2.4.2.40,zeatin O-beta-D-xylosyltransferase,UDP-glucose,Phaseolus vulgaris,-,CHEBI:46229
86921,2.4.2.44,S-methyl-5'-thioinosine phosphorylase,S-methyl-5'-thioadenosine,Pseudomonas aeruginosa,-,CHEBI:17509
86927,2.4.2.5,nucleoside ribosyltransferase,acetone,Archaeoglobus veneficus,-,CHEBI:15347
86932,2.4.2.5,nucleoside ribosyltransferase,DMSO,Archaeoglobus veneficus,-,CHEBI:28262
86933,2.4.2.5,nucleoside ribosyltransferase,ethanol,Archaeoglobus veneficus,-,CHEBI:16236
86936,2.4.2.5,nucleoside ribosyltransferase,glycerol,Archaeoglobus veneficus,-,CHEBI:17754
86939,2.4.2.5,nucleoside ribosyltransferase,Isopropanol,Archaeoglobus veneficus,-,CHEBI:17824
86940,2.4.2.5,nucleoside ribosyltransferase,methanol,Archaeoglobus veneficus,-,CHEBI:17790
86959,2.4.2.54,beta-ribofuranosylphenol 5'-phosphate synthase,4-hydroxybenzoate,Methanosarcina thermophila,-,CHEBI:30763
86962,2.4.2.54,beta-ribofuranosylphenol 5'-phosphate synthase,benzoate,Methanosarcina thermophila,-,CHEBI:30746
86967,2.4.2.54,beta-ribofuranosylphenol 5'-phosphate synthase,pyridoxal 5'-phosphate,Methanosarcina thermophila,-,CHEBI:18405
86984,2.4.2.6,nucleoside deoxyribosyltransferase,cytosine,Lactobacillus helveticus,-,CHEBI:16040
86985,2.4.2.6,nucleoside deoxyribosyltransferase,deoxyadenosine,Lactobacillus helveticus,-,CHEBI:17256
86988,2.4.2.6,nucleoside deoxyribosyltransferase,deoxycytidine,Lactobacillus helveticus,-,CHEBI:15698
86989,2.4.2.6,nucleoside deoxyribosyltransferase,deoxyinosine,Lactobacillus helveticus,-,CHEBI:28997
86991,2.4.2.6,nucleoside deoxyribosyltransferase,GMP,Rattus norvegicus,-,CHEBI:17345
86993,2.4.2.6,nucleoside deoxyribosyltransferase,hypoxanthine,Lactobacillus helveticus,-,CHEBI:17368
87022,2.4.2.64,tRNA-guanosine34 queuine transglycosylase,7-(aminomethyl)-7-deazaguanine,Triticum aestivum,-,CHEBI:45126
87036,2.4.2.64,tRNA-guanosine34 queuine transglycosylase,folic acid,Oryctolagus cuniculus,-,CHEBI:27470
87050,2.4.2.64,tRNA-guanosine34 queuine transglycosylase,tetrahydrobiopterin,Oryctolagus cuniculus,-,CHEBI:59560
87051,2.4.2.64,tRNA-guanosine34 queuine transglycosylase,xanthine,Escherichia coli,-,CHEBI:48517
87062,2.4.2.7,adenine phosphoribosyltransferase,ADP,Catharanthus roseus,-,CHEBI:16761
87063,2.4.2.7,adenine phosphoribosyltransferase,ADP,Homo sapiens,-,CHEBI:16761
