	EC	Enz	Met	Org	Mode	ChEBI
24208	2.7.2.11	glutamate 5-kinase	L-proline	Mycobacterium tuberculosis	-	CHEBI:60039
24209	2.7.2.11	glutamate 5-kinase	L-proline	Spinacia oleracea	-	CHEBI:60039
24210	2.7.2.11	glutamate 5-kinase	L-proline	Saccharomyces cerevisiae	-	CHEBI:60039
24211	2.7.2.11	glutamate 5-kinase	L-proline	Chlamydomonas reinhardtii	-	CHEBI:60039
24212	2.7.2.11	glutamate 5-kinase	trans-4-hydroxy-L-proline	Thermotoga maritima	-	CHEBI:58375
24213	2.7.2.11	glutamate 5-kinase	trans-4-hydroxy-L-proline	Leishmania donovani	-	CHEBI:58375
24214	2.7.2.12	acetate kinase (diphosphate)	ADP	Entamoeba histolytica	-	CHEBI:16761
24215	2.7.2.12	acetate kinase (diphosphate)	ATP	Entamoeba histolytica	-	CHEBI:15422
24216	2.7.2.15	propionate kinase	2-oxoglutarate	Salmonella enterica	-	CHEBI:30915
24217	2.7.2.15	propionate kinase	citrate	Salmonella enterica	-	CHEBI:30769
24218	2.7.2.15	propionate kinase	succinate	Salmonella enterica	-	CHEBI:15741
24219	2.7.2.2	carbamate kinase	2,3-Butanedione	Enterococcus faecalis	-	CHEBI:16583
24220	2.7.2.2	carbamate kinase	adenosine(5')pentaphospho(5')adenosine	Enterococcus faecium	-	CHEBI:28898
24221	2.7.2.2	carbamate kinase	ATP	Lentilactobacillus buchneri	-	CHEBI:15422
24222	2.7.2.2	carbamate kinase	ATP	Pseudomonas aeruginosa	-	CHEBI:15422
24223	2.7.2.2	carbamate kinase	ATP	Streptococcus pyogenes	-	CHEBI:15422
24224	2.7.2.2	carbamate kinase	bicarbonate	Neurospora crassa	-	CHEBI:17544
24225	2.7.2.2	carbamate kinase	CTP	Lentilactobacillus buchneri	-	CHEBI:17677
24226	2.7.2.2	carbamate kinase	L-arginine	Streptococcus pyogenes	-	CHEBI:16467
24227	2.7.2.2	carbamate kinase	L-citrulline	Streptococcus pyogenes	-	CHEBI:57743
24228	2.7.2.2	carbamate kinase	linoleic acid	Trichomonas vaginalis	-	CHEBI:17351
24229	2.7.2.2	carbamate kinase	palmitic acid	Trichomonas vaginalis	-	CHEBI:15756
24230	2.7.2.2	carbamate kinase	stearic acid	Trichomonas vaginalis	-	CHEBI:28842
24231	2.7.2.3	phosphoglycerate kinase	1,3-bisphosphoglycerate	Equus caballus	-	CHEBI:16001
24232	2.7.2.3	phosphoglycerate kinase	1,3-bisphosphoglycerate	Saccharomyces cerevisiae	-	CHEBI:16001
24233	2.7.2.3	phosphoglycerate kinase	1,3-bisphosphoglycerate	Sus scrofa	-	CHEBI:16001
24234	2.7.2.3	phosphoglycerate kinase	2,3-diphosphoglycerate	Sus scrofa	-	CHEBI:28907
24235	2.7.2.3	phosphoglycerate kinase	2,3-diphosphoglycerate	Thermus thermophilus	-	CHEBI:28907
24236	2.7.2.3	phosphoglycerate kinase	2,3-diphosphoglycerate	Equus caballus	-	CHEBI:28907
24237	2.7.2.3	phosphoglycerate kinase	2,3-diphosphoglycerate	Homo sapiens	-	CHEBI:28907
24238	2.7.2.3	phosphoglycerate kinase	2,3-diphosphoglycerate	Mus musculus	-	CHEBI:28907
24239	2.7.2.3	phosphoglycerate kinase	2,3-diphosphoglycerate	Oryctolagus cuniculus	-	CHEBI:28907
24240	2.7.2.3	phosphoglycerate kinase	2,3-diphosphoglycerate	trout	-	CHEBI:28907
24241	2.7.2.3	phosphoglycerate kinase	2,3-diphosphoglycerate	Homo sapiens	-	CHEBI:28907
24242	2.7.2.3	phosphoglycerate kinase	2-Phosphoglycolate	Sus scrofa	-	CHEBI:17150
24243	2.7.2.3	phosphoglycerate kinase	3-phospho-D-glycerate	Equus caballus	-	CHEBI:17794
24244	2.7.2.3	phosphoglycerate kinase	3-phospho-D-glycerate	Saccharomyces cerevisiae	-	CHEBI:17794
24245	2.7.2.3	phosphoglycerate kinase	3-phospho-D-glycerate	Sus scrofa	-	CHEBI:17794
24246	2.7.2.3	phosphoglycerate kinase	adenosine	Sus scrofa	-	CHEBI:16335
24247	2.7.2.3	phosphoglycerate kinase	ADP	Corynebacterium glutamicum	-	CHEBI:16761
24248	2.7.2.3	phosphoglycerate kinase	ADP	Leishmania major	-	CHEBI:16761
24249	2.7.2.3	phosphoglycerate kinase	ADP	Saccharolobus solfataricus	-	CHEBI:16761
24250	2.7.2.3	phosphoglycerate kinase	ADP	Saccharomyces cerevisiae	-	CHEBI:16761
24251	2.7.2.3	phosphoglycerate kinase	ADP	Thermus thermophilus	-	CHEBI:16761
24252	2.7.2.3	phosphoglycerate kinase	ADP	Helianthus annuus	-	CHEBI:16761
24253	2.7.2.3	phosphoglycerate kinase	ADP	Corynebacterium glutamicum	-	CHEBI:16761
24254	2.7.2.3	phosphoglycerate kinase	ADP	Mus musculus	-	CHEBI:16761
24255	2.7.2.3	phosphoglycerate kinase	ADP	Saccharomyces cerevisiae	-	CHEBI:16761
24256	2.7.2.3	phosphoglycerate kinase	ADP	Fasciola hepatica	-	CHEBI:16761
24257	2.7.2.3	phosphoglycerate kinase	AMP	Equus caballus	-	CHEBI:16027
24258	2.7.2.3	phosphoglycerate kinase	AMP	Homo sapiens	-	CHEBI:16027
24259	2.7.2.3	phosphoglycerate kinase	AMP	Mus musculus	-	CHEBI:16027
24260	2.7.2.3	phosphoglycerate kinase	AMP	Oryctolagus cuniculus	-	CHEBI:16027
24261	2.7.2.3	phosphoglycerate kinase	AMP	Saccharomyces cerevisiae	-	CHEBI:16027
24262	2.7.2.3	phosphoglycerate kinase	AMP	trout	-	CHEBI:16027
24263	2.7.2.3	phosphoglycerate kinase	AMP	Helianthus annuus	-	CHEBI:16027
24264	2.7.2.3	phosphoglycerate kinase	AMP	Saccharomyces cerevisiae	-	CHEBI:16027
24265	2.7.2.3	phosphoglycerate kinase	AMP	Homo sapiens	-	CHEBI:16027
24266	2.7.2.3	phosphoglycerate kinase	AMP2-	Saccharomyces cerevisiae	-	CHEBI:16027
24267	2.7.2.3	phosphoglycerate kinase	ATP	Trypanosoma cruzi	-	CHEBI:15422
24268	2.7.2.3	phosphoglycerate kinase	ATP	Trypanosoma cruzi	-	CHEBI:15422
24269	2.7.2.3	phosphoglycerate kinase	ATP	Leishmania major	-	CHEBI:15422
24270	2.7.2.3	phosphoglycerate kinase	ATP4-	Equus caballus	-	CHEBI:30616
24271	2.7.2.3	phosphoglycerate kinase	ATP4-	Sus scrofa	-	CHEBI:30616
24272	2.7.2.3	phosphoglycerate kinase	ATP4-	Saccharomyces cerevisiae	-	CHEBI:30616
24273	2.7.2.3	phosphoglycerate kinase	ATP4-	Saccharomyces cerevisiae	-	CHEBI:30616
24274	2.7.2.3	phosphoglycerate kinase	ATP4-	Saccharomyces cerevisiae	-	CHEBI:30616
24275	2.7.2.3	phosphoglycerate kinase	citrate	Mus musculus	-	CHEBI:30769
24276	2.7.2.3	phosphoglycerate kinase	CTP	Thermus thermophilus	-	CHEBI:17677
24277	2.7.2.3	phosphoglycerate kinase	gallic acid	Equus caballus	-	CHEBI:30778
24278	2.7.2.3	phosphoglycerate kinase	gallic acid	Saccharomyces cerevisiae	-	CHEBI:30778
24279	2.7.2.3	phosphoglycerate kinase	gallic acid	Sus scrofa	-	CHEBI:30778
24280	2.7.2.3	phosphoglycerate kinase	glutathione	Phaeodactylum tricornutum	-	CHEBI:16856
24281	2.7.2.3	phosphoglycerate kinase	Glycerol 2-phosphate	Helianthus annuus	-	CHEBI:17270
24282	2.7.2.3	phosphoglycerate kinase	Glycerol 2-phosphate	Sus scrofa	-	CHEBI:17270
24283	2.7.2.3	phosphoglycerate kinase	glycerol 3-phosphate	Helianthus annuus	-	CHEBI:14336
24284	2.7.2.3	phosphoglycerate kinase	glycerol 3-phosphate	Sus scrofa	-	CHEBI:14336
24285	2.7.2.3	phosphoglycerate kinase	GMP	Equus caballus	-	CHEBI:17345
24286	2.7.2.3	phosphoglycerate kinase	GMP	Homo sapiens	-	CHEBI:17345
24287	2.7.2.3	phosphoglycerate kinase	GMP	Mus musculus	-	CHEBI:17345
24288	2.7.2.3	phosphoglycerate kinase	GMP	Oryctolagus cuniculus	-	CHEBI:17345
24289	2.7.2.3	phosphoglycerate kinase	GMP	trout	-	CHEBI:17345
24290	2.7.2.3	phosphoglycerate kinase	GTP	Thermus thermophilus	-	CHEBI:15996
24291	2.7.2.3	phosphoglycerate kinase	IMP	Equus caballus	-	CHEBI:17202
24292	2.7.2.3	phosphoglycerate kinase	IMP	Homo sapiens	-	CHEBI:17202
24293	2.7.2.3	phosphoglycerate kinase	IMP	Mus musculus	-	CHEBI:17202
24294	2.7.2.3	phosphoglycerate kinase	IMP	Oryctolagus cuniculus	-	CHEBI:17202
24295	2.7.2.3	phosphoglycerate kinase	IMP	trout	-	CHEBI:17202
24296	2.7.2.3	phosphoglycerate kinase	ITP	Thermus thermophilus	-	CHEBI:16039
24297	2.7.2.3	phosphoglycerate kinase	salicylate	Saccharomyces cerevisiae	-	CHEBI:16914
24298	2.7.2.3	phosphoglycerate kinase	UDP	Helianthus annuus	-	CHEBI:17659
24299	2.7.2.3	phosphoglycerate kinase	Urea	Mus musculus	-	CHEBI:16199
24300	2.7.2.3	phosphoglycerate kinase	UTP	Thermus thermophilus	-	CHEBI:15713
24301	2.7.2.4	aspartate kinase	ADP	Paenibacillus polymyxa	-	CHEBI:16761
24302	2.7.2.4	aspartate kinase	aspartate-beta-semialdehyde	Bacillus licheniformis	-	CHEBI:18051
24303	2.7.2.4	aspartate kinase	aspartate-beta-semialdehyde	Cereibacter sphaeroides	-	CHEBI:18051
24304	2.7.2.4	aspartate kinase	DL-3-aminobutyrate	Escherichia coli	-	CHEBI:37081
24305	2.7.2.4	aspartate kinase	L-2-aminobutyrate	Escherichia coli	-	CHEBI:74359
24306	2.7.2.4	aspartate kinase	L-alanine	Arabidopsis thaliana	-	CHEBI:57972
24307	2.7.2.4	aspartate kinase	L-glutamate	Escherichia coli	-	CHEBI:16015
24308	2.7.2.4	aspartate kinase	L-homoserine	Escherichia coli	-	CHEBI:57476
24309	2.7.2.4	aspartate kinase	L-homoserine	Escherichia coli	-	CHEBI:57476
24310	2.7.2.4	aspartate kinase	L-isoleucine	Lactiplantibacillus plantarum	-	CHEBI:58045
24311	2.7.2.4	aspartate kinase	L-isoleucine	Arabidopsis thaliana	-	CHEBI:58045
24312	2.7.2.4	aspartate kinase	L-isoleucine	Amycolatopsis mediterranei	-	CHEBI:58045
24313	2.7.2.4	aspartate kinase	L-leucine	Arabidopsis thaliana	-	CHEBI:57427
24314	2.7.2.4	aspartate kinase	L-malate	Escherichia coli	-	CHEBI:30797
24315	2.7.2.4	aspartate kinase	L-methionine	Corynebacterium pekinense	-	CHEBI:57844
24316	2.7.2.4	aspartate kinase	L-methionine	Lactiplantibacillus plantarum	-	CHEBI:57844
24317	2.7.2.4	aspartate kinase	L-methionine	Corynebacterium pekinense	-	CHEBI:57844
24318	2.7.2.4	aspartate kinase	L-methionine	Corynebacterium pekinense	-	CHEBI:57844
24319	2.7.2.4	aspartate kinase	L-methionine	Corynebacterium glutamicum	-	CHEBI:57844
24320	2.7.2.4	aspartate kinase	L-methionine	Sorghum bicolor	-	CHEBI:57844
24321	2.7.2.4	aspartate kinase	L-threonine	Amycolatopsis lactamdurans	-	CHEBI:57926
24322	2.7.2.4	aspartate kinase	L-threonine	Arabidopsis thaliana	-	CHEBI:57926
24323	2.7.2.4	aspartate kinase	L-threonine	Bacillus subtilis	-	CHEBI:57926
24324	2.7.2.4	aspartate kinase	L-threonine	Corynebacterium pekinense	-	CHEBI:57926
24325	2.7.2.4	aspartate kinase	L-threonine	Escherichia coli	-	CHEBI:57926
24326	2.7.2.4	aspartate kinase	L-threonine	Geobacillus stearothermophilus	-	CHEBI:57926
24327	2.7.2.4	aspartate kinase	L-threonine	Lemna minor	-	CHEBI:57926
24328	2.7.2.4	aspartate kinase	L-threonine	Methanocaldococcus jannaschii	-	CHEBI:57926
24329	2.7.2.4	aspartate kinase	L-threonine	Oryza sativa	-	CHEBI:57926
24330	2.7.2.4	aspartate kinase	L-threonine	Paenibacillus polymyxa	-	CHEBI:57926
24331	2.7.2.4	aspartate kinase	L-threonine	Pseudomonas aeruginosa	-	CHEBI:57926
24332	2.7.2.4	aspartate kinase	L-threonine	Pseudomonas fluorescens	-	CHEBI:57926
24333	2.7.2.4	aspartate kinase	L-threonine	Pseudomonas putida	-	CHEBI:57926
24334	2.7.2.4	aspartate kinase	L-threonine	Pseudomonas stutzeri	-	CHEBI:57926
24335	2.7.2.4	aspartate kinase	L-threonine	Rhodocyclus tenuis	-	CHEBI:57926
24336	2.7.2.4	aspartate kinase	L-threonine	Saccharomyces cerevisiae	-	CHEBI:57926
24337	2.7.2.4	aspartate kinase	L-threonine	Spinacia oleracea	-	CHEBI:57926
24338	2.7.2.4	aspartate kinase	L-threonine	Thermus thermophilus	-	CHEBI:57926
24339	2.7.2.4	aspartate kinase	L-threonine	Zea mays	-	CHEBI:57926
24340	2.7.2.4	aspartate kinase	L-threonine	Corynebacterium pekinense	-	CHEBI:57926
24341	2.7.2.4	aspartate kinase	L-threonine	Saccharomyces cerevisiae	-	CHEBI:57926
24342	2.7.2.4	aspartate kinase	L-threonine	Corynebacterium pekinense	-	CHEBI:57926
24343	2.7.2.4	aspartate kinase	L-threonine	Corynebacterium pekinense	-	CHEBI:57926
24344	2.7.2.4	aspartate kinase	L-threonine	Pseudomonas fluorescens	-	CHEBI:57926
24345	2.7.2.4	aspartate kinase	L-threonine	Saccharomyces cerevisiae	-	CHEBI:57926
24346	2.7.2.4	aspartate kinase	L-threonine	Bacillus subtilis	-	CHEBI:57926
24347	2.7.2.4	aspartate kinase	L-threonine	Bacillus subtilis	-	CHEBI:57926
24348	2.7.2.4	aspartate kinase	L-threonine	Triticum aestivum	-	CHEBI:57926
24349	2.7.2.4	aspartate kinase	L-threonine	Corynebacterium glutamicum	-	CHEBI:57926
24350	2.7.2.4	aspartate kinase	L-threonine	Synechocystis sp.	-	CHEBI:57926
24351	2.7.2.4	aspartate kinase	L-threonine	Corynebacterium glutamicum	-	CHEBI:57926
24352	2.7.2.4	aspartate kinase	L-threonine	Escherichia coli	-	CHEBI:57926
24353	2.7.2.4	aspartate kinase	L-threonine	Thermus thermophilus	-	CHEBI:57926
24354	2.7.2.4	aspartate kinase	L-threonine	Streptomyces albulus	-	CHEBI:57926
24355	2.7.2.4	aspartate kinase	L-threonine	Arabidopsis thaliana	-	CHEBI:57926
24356	2.7.2.4	aspartate kinase	L-threonine	Arabidopsis thaliana	-	CHEBI:57926
24357	2.7.2.4	aspartate kinase	L-threonine	Thermotoga maritima	-	CHEBI:57926
24358	2.7.2.4	aspartate kinase	L-threonine	Spinacia oleracea	-	CHEBI:57926
24359	2.7.2.4	aspartate kinase	L-threonine	Methanocaldococcus jannaschii	-	CHEBI:57926
24360	2.7.2.4	aspartate kinase	L-threonine	Zea mays	-	CHEBI:57926
24361	2.7.2.4	aspartate kinase	L-threonine	Lactiplantibacillus plantarum	-	CHEBI:57926
24362	2.7.2.4	aspartate kinase	L-threonine	Amycolatopsis mediterranei	-	CHEBI:57926
24363	2.7.2.4	aspartate kinase	L-threonine	Sorghum bicolor	-	CHEBI:57926
24364	2.7.2.4	aspartate kinase	L-threonine	Corynebacterium glutamicum	-	CHEBI:57926
24365	2.7.2.4	aspartate kinase	L-threonine	Clostridium acetobutylicum	-	CHEBI:57926
24366	2.7.2.4	aspartate kinase	malonate	Escherichia coli	-	CHEBI:30794
24367	2.7.2.4	aspartate kinase	methionine	Pseudomonas fluorescens	-	CHEBI:57844
24368	2.7.2.4	aspartate kinase	S-adenosyl-L-methionine	Arabidopsis thaliana	-	CHEBI:15414
24369	2.7.2.4	aspartate kinase	S-adenosyl-L-methionine	Oryza sativa	-	CHEBI:15414
24370	2.7.2.4	aspartate kinase	S-adenosyl-L-methionine	Sorghum bicolor	-	CHEBI:15414
24371	2.7.2.4	aspartate kinase	S-adenosyl-L-methionine	Daucus carota	-	CHEBI:15414
24372	2.7.2.4	aspartate kinase	succinate	Escherichia coli	-	CHEBI:15741
24373	2.7.2.4	aspartate kinase	threonine	Mycobacterium tuberculosis	-	CHEBI:57926
24374	2.7.2.4	aspartate kinase	threonine	Pseudomonas aeruginosa	-	CHEBI:57926
24375	2.7.2.8	acetylglutamate kinase	2-oxoglutarate	Arabidopsis thaliana	-	CHEBI:30915
24376	2.7.2.8	acetylglutamate kinase	ADP	Pseudomonas aeruginosa	-	CHEBI:16761
24377	2.7.2.8	acetylglutamate kinase	ADP	Synechococcus elongatus	-	CHEBI:16761
24378	2.7.2.8	acetylglutamate kinase	arginine	Pseudomonas aeruginosa	-	CHEBI:16467
24379	2.7.2.8	acetylglutamate kinase	arginine	Thermotoga maritima	-	CHEBI:16467
24380	2.7.2.8	acetylglutamate kinase	arginine	Pseudomonas aeruginosa	-	CHEBI:16467
24381	2.7.2.8	acetylglutamate kinase	arginine	Chlamydomonas reinhardtii	-	CHEBI:16467
24382	2.7.2.8	acetylglutamate kinase	arginine	Escherichia coli	-	CHEBI:16467
24383	2.7.2.8	acetylglutamate kinase	arginine	Synechococcus elongatus	-	CHEBI:16467
24384	2.7.2.8	acetylglutamate kinase	arginine	Neurospora crassa	-	CHEBI:16467
24385	2.7.2.8	acetylglutamate kinase	arginine	Pseudomonas aeruginosa	-	CHEBI:16467
24386	2.7.2.8	acetylglutamate kinase	arginine	Saccharomyces cerevisiae	-	CHEBI:16467
24387	2.7.2.8	acetylglutamate kinase	arginine	Chlamydomonas reinhardtii	-	CHEBI:16467
24388	2.7.2.8	acetylglutamate kinase	ATP	Escherichia coli	-	CHEBI:15422
24389	2.7.2.8	acetylglutamate kinase	L-arginine	Arabidopsis thaliana	-	CHEBI:16467
24390	2.7.2.8	acetylglutamate kinase	L-arginine	Corynebacterium crenatum	-	CHEBI:16467
24391	2.7.2.8	acetylglutamate kinase	L-arginine	Corynebacterium glutamicum	-	CHEBI:16467
24392	2.7.2.8	acetylglutamate kinase	L-arginine	Pseudomonas aeruginosa	-	CHEBI:16467
24393	2.7.2.8	acetylglutamate kinase	L-arginine	Saccharomyces cerevisiae	-	CHEBI:16467
24394	2.7.2.8	acetylglutamate kinase	L-arginine	Thermotoga maritima	-	CHEBI:16467
24395	2.7.2.8	acetylglutamate kinase	L-arginine	Maricaulis maris	-	CHEBI:16467
24396	2.7.2.8	acetylglutamate kinase	L-arginine	Synechococcus elongatus	-	CHEBI:16467
24397	2.7.2.8	acetylglutamate kinase	L-arginine	Arabidopsis thaliana	-	CHEBI:16467
24398	2.7.2.8	acetylglutamate kinase	L-arginine	Corynebacterium crenatum	-	CHEBI:16467
24399	2.7.2.8	acetylglutamate kinase	L-arginine	Corynebacterium crenatum	-	CHEBI:16467
24400	2.7.2.8	acetylglutamate kinase	L-arginine	Arabidopsis thaliana	-	CHEBI:16467
24401	2.7.2.8	acetylglutamate kinase	L-arginine	Xanthomonas campestris	-	CHEBI:16467
24402	2.7.2.8	acetylglutamate kinase	L-arginine	Thermotoga maritima	-	CHEBI:16467
24403	2.7.2.8	acetylglutamate kinase	L-arginine	Pseudomonas aeruginosa	-	CHEBI:16467
24404	2.7.2.8	acetylglutamate kinase	L-arginine	Saccharomyces cerevisiae	-	CHEBI:16467
24405	2.7.2.8	acetylglutamate kinase	L-citrulline	Chlamydomonas reinhardtii	-	CHEBI:57743
24406	2.7.2.8	acetylglutamate kinase	L-citrulline	Pseudomonas aeruginosa	-	CHEBI:57743
24407	2.7.3.1	guanidinoacetate kinase	4-Guanidinobutyrate	Perinereis sp.	-	CHEBI:86392
24408	2.7.3.1	guanidinoacetate kinase	AMP	Perinereis sp.	-	CHEBI:16027
24409	2.7.3.1	guanidinoacetate kinase	L-arginine	Perinereis sp.	-	CHEBI:16467
24410	2.7.3.2	creatine kinase	4-hydroxy-2-nonenal	Homo sapiens	-	CHEBI:58968
24411	2.7.3.2	creatine kinase	Acrylamide	Oryctolagus cuniculus	-	CHEBI:28619
24412	2.7.3.2	creatine kinase	Acrylamide	Mus musculus	-	CHEBI:28619
24413	2.7.3.2	creatine kinase	cystine	Sus scrofa	-	CHEBI:35491
24414	2.7.3.2	creatine kinase	cystine	Rattus norvegicus	-	CHEBI:35491
24415	2.7.3.2	creatine kinase	formate	Bos taurus	-	CHEBI:30751
24416	2.7.3.2	creatine kinase	formate	Gallus gallus	-	CHEBI:30751
24417	2.7.3.2	creatine kinase	formate	Homo sapiens	-	CHEBI:30751
24418	2.7.3.2	creatine kinase	formate	Oryctolagus cuniculus	-	CHEBI:30751
24419	2.7.3.2	creatine kinase	formate	Tetronarce californica	-	CHEBI:30751
24420	2.7.3.2	creatine kinase	L-arginine	Rattus norvegicus	-	CHEBI:16467
24421	2.7.3.2	creatine kinase	L-isoleucine	Rattus norvegicus	-	CHEBI:58045
24422	2.7.3.2	creatine kinase	L-leucine	Rattus norvegicus	-	CHEBI:57427
24423	2.7.3.2	creatine kinase	L-valine	Rattus norvegicus	-	CHEBI:57762
24424	2.7.3.2	creatine kinase	quercetin	Rattus norvegicus	-	CHEBI:16243
24425	2.7.3.3	arginine kinase	2-oxoglutarate	Macrobrachium rosenbergii	-	CHEBI:30915
24426	2.7.3.3	arginine kinase	2-oxoglutarate	Penaeus vannamei	-	CHEBI:30915
24427	2.7.3.3	arginine kinase	aspartate	Penaeus chinensis	-	CHEBI:17053
24428	2.7.3.3	arginine kinase	ATP	Apis mellifera	-	CHEBI:15422
24429	2.7.3.3	arginine kinase	ATP	Macrobrachium rosenbergii	-	CHEBI:15422
24430	2.7.3.3	arginine kinase	ATP	Penaeus vannamei	-	CHEBI:15422
24431	2.7.3.3	arginine kinase	citrulline	Haemonchus contortus	-	CHEBI:18211
24432	2.7.3.3	arginine kinase	citrulline	Teladorsagia circumcincta	-	CHEBI:18211
24433	2.7.3.3	arginine kinase	D-Arg	Phormia regina	-	CHEBI:15816
24434	2.7.3.3	arginine kinase	D-Arg	Apis mellifera	-	CHEBI:15816
24435	2.7.3.3	arginine kinase	D-arginine	Periplaneta americana	-	CHEBI:15816
24436	2.7.3.3	arginine kinase	D-glucose	Penaeus vannamei	-	CHEBI:4167
24437	2.7.3.3	arginine kinase	glutamate	Haemonchus contortus	-	CHEBI:16015
24438	2.7.3.3	arginine kinase	glutamate	Teladorsagia circumcincta	-	CHEBI:16015
24439	2.7.3.3	arginine kinase	glycine	Haemonchus contortus	-	CHEBI:57305
24440	2.7.3.3	arginine kinase	glycine	Teladorsagia circumcincta	-	CHEBI:57305
24441	2.7.3.3	arginine kinase	His	Trypanosoma cruzi	-	CHEBI:57595
24442	2.7.3.3	arginine kinase	isoleucine	Haemonchus contortus	-	CHEBI:58045
24443	2.7.3.3	arginine kinase	isoleucine	Teladorsagia circumcincta	-	CHEBI:58045
24444	2.7.3.3	arginine kinase	L-arginine	Corallium japonicum	-	CHEBI:16467
24445	2.7.3.3	arginine kinase	L-arginine	Corallium rubrum	-	CHEBI:16467
24446	2.7.3.3	arginine kinase	L-arginine	Periplaneta americana	-	CHEBI:16467
24447	2.7.3.3	arginine kinase	L-arginine	Paramecium tetraurelia	-	CHEBI:16467
24448	2.7.3.3	arginine kinase	L-arginine	Paramecium tetraurelia	-	CHEBI:16467
24449	2.7.3.3	arginine kinase	L-Asp	Trypanosoma cruzi	-	CHEBI:17053
24450	2.7.3.3	arginine kinase	L-Glu	Trypanosoma cruzi	-	CHEBI:16015
24451	2.7.3.3	arginine kinase	L-histidine	Trypanosoma cruzi	-	CHEBI:57595
24452	2.7.3.3	arginine kinase	NADH	Sthenoteuthis oualaniensis	-	CHEBI:16908
24453	2.7.3.3	arginine kinase	ornithine	Haemonchus contortus	-	CHEBI:15729
24454	2.7.3.3	arginine kinase	ornithine	Teladorsagia circumcincta	-	CHEBI:15729
24455	2.7.3.3	arginine kinase	quercetin	Amphibalanus amphitrite	-	CHEBI:16243
24456	2.7.3.3	arginine kinase	Urea	Haemonchus contortus	-	CHEBI:16199
24457	2.7.3.3	arginine kinase	Urea	Teladorsagia circumcincta	-	CHEBI:16199
24458	2.7.3.9	phosphoenolpyruvate-protein phosphotransferase	2-phosphoglycerate	Salmonella enterica	-	CHEBI:24344
24459	2.7.3.9	phosphoenolpyruvate-protein phosphotransferase	3-phosphoglycerate	Salmonella enterica	-	CHEBI:17794
24460	2.7.3.9	phosphoenolpyruvate-protein phosphotransferase	oxalate	Escherichia coli	-	CHEBI:16995
24461	2.7.3.9	phosphoenolpyruvate-protein phosphotransferase	oxalate	Salmonella enterica	-	CHEBI:16995
24462	2.7.3.9	phosphoenolpyruvate-protein phosphotransferase	pyruvate	Escherichia coli	-	CHEBI:32816
24463	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Corynebacterium xerosis	-	CHEBI:16761
24464	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Escherichia coli	-	CHEBI:16761
24465	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Neisseria gonorrhoeae	-	CHEBI:16761
24466	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Neisseria meningitidis	-	CHEBI:16761
24467	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Burkholderia cepacia	-	CHEBI:16761
24468	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Escherichia coli	-	CHEBI:16761
24469	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Escherichia coli	-	CHEBI:16761
24470	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Salmonella enterica	-	CHEBI:16761
24471	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Sulfolobus acidocaldarius	-	CHEBI:16761
24472	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Sinomonas atrocyanea	-	CHEBI:16761
24473	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Escherichia coli	-	CHEBI:16761
24474	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Limnothrix redekei	-	CHEBI:16761
24475	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Mycobacterium tuberculosis	-	CHEBI:16761
24476	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Pseudomonas aeruginosa	-	CHEBI:16761
24477	2.7.4.1	ATP-polyphosphate phosphotransferase	ADP	Mycolicibacterium smegmatis	-	CHEBI:16761
24478	2.7.4.1	ATP-polyphosphate phosphotransferase	AMP	Corynebacterium glutamicum	-	CHEBI:16027
24479	2.7.4.1	ATP-polyphosphate phosphotransferase	AMP	Mycolicibacterium smegmatis	-	CHEBI:16027
24480	2.7.4.1	ATP-polyphosphate phosphotransferase	AMP	Corynebacterium xerosis	-	CHEBI:16027
24481	2.7.4.1	ATP-polyphosphate phosphotransferase	ATP	Sulfolobus acidocaldarius	-	CHEBI:15422
24482	2.7.4.1	ATP-polyphosphate phosphotransferase	ATP	Sinomonas atrocyanea	-	CHEBI:15422
24483	2.7.4.1	ATP-polyphosphate phosphotransferase	ATP	Mycolicibacterium smegmatis	-	CHEBI:15422
24484	2.7.4.1	ATP-polyphosphate phosphotransferase	GMP	Corynebacterium glutamicum	-	CHEBI:17345
24485	2.7.4.1	ATP-polyphosphate phosphotransferase	GMP	Escherichia coli	-	CHEBI:17345
24486	2.7.4.1	ATP-polyphosphate phosphotransferase	IMP	Corynebacterium glutamicum	-	CHEBI:17202
24487	2.7.4.10	nucleoside-triphosphate-adenylate kinase	ADP	Bos taurus	-	CHEBI:16761
24488	2.7.4.10	nucleoside-triphosphate-adenylate kinase	AMP	Bos taurus	-	CHEBI:16027
24489	2.7.4.10	nucleoside-triphosphate-adenylate kinase	ATP	Bos taurus	-	CHEBI:15422
